,job_title,hiring_company,job_location,job_link,recruiter,description
40,Software Engineer III,"Pinnacle Group, Inc.","San Jose, CA",https://www.linkedin.com/jobs/view/software-engineer-iii-at-pinnacle-group-inc-3725490024?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=T3kENz4s6bbHbPiLhA7PbA%3D%3D&trk=public_jobs_topcard-title,False,"This is a hybrid role in San Jose, CA and we are looking for local candidates.

We CANNOT work on C2C.

Job Description:
Designs, develops, tests, and evaluates software and systems that enable computers to perform their applications, applying principles and techniques of computer science, engineering, and mathematical analysis.
Requires a degree in software engineering design and development.
Excludes paraprofessional positions.
Researches, designs, and develops computer software systems, in conjunction with hardware product development, applying principles and techniques of computer science, engineering, and mathematical analysis.
Analyzes software requirements to determine feasibility of design within time and cost constraints.
Consults with hardware engineers and other engineering staff to evaluate interface between hardware and software and operational and performance requirements of overall system.
Formulates and designs software system, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.
Develops and directs software system testing procedures, programming, and documentation.
Consults with customer concerning maintenance of software system.
May coordinate installation of software system.
Note:

Pay Range: $XXX - $XXX

The specific compensation for this position will be determined by a number of factors, including the scope, complexity and location of the role as well as the cost of labor in the market; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. Our full-time consultants have access to benefits including medical, dental, vision and 401K contributions as well as any other PTO, sick leave, and other benefits mandated by appliable state or localities where you reside or work.

Pay Range: $68-76/hr

The specific compensation for this position will be determined by a number of factors, including the scope, complexity and location of the role as well as the cost of labor in the market; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. Our full-time consultants have access to benefits including medical, dental, vision as well as 401K contributions."
41,Senior Software Engineer - Python,Qcells North America,"San Francisco, CA",https://www.linkedin.com/jobs/view/senior-software-engineer-python-at-qcells-north-america-2951965737?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=FzTx6%2BZtDqJqam%2BkdMZJWg%3D%3D&trk=public_jobs_topcard-title,False,"This is a San Francisco based position that is currently remote and will have a hybrid schedule once we return to office. We are open to candidates willing to relocate to the San Francisco Bay Area.

About Geli

Geli (Growing Energy Labs, Inc.) provides software and business solutions to design, connect, and operate energy storage systems ranging in size from residential to utility-scale, as well as grid-tied, microgrid, and off-grid systems. Geli’s suite of products creates an ecosystem where project developers, OEMs, financiers, and project operators can deploy advanced energy projects using a seamless hardware-agnostic software platform.

Geli is a subsidiary of Hanwha Q CELLS, one of the world’s largest photovoltaic manufacturers most recognized for its high-performance, high-quality solar cells and modules.

OUR VISION

Geli is committed to helping make the planet a cleaner, better place to live, both with our software products and through our everyday actions.

Imagine a world where there is less reliance on non-renewable power, where you source your electricity from your neighbors rather than from power stations hundreds of miles away and software makes the best possible use of the solar, wind, and battery storage available. This is our vision.

We are looking for enthusiastic colleagues that are not only fluent in technology, but also share our vision of a world running on 100% renewable energy.

About The Job

Geli is looking for an experienced python engineer who can support development of the simulations platform. The simulations platform is an essential part of Geli’s software stack, allowing analysts and data scientists to replicate results from production software over years-long horizons to provide estimates to customers, conduct analysis and benchmark algorithms. This position sits under the Geli Engineering team.

You are a motivated self-starter that thrives in a dynamic start-up environment. A strong work ethic with excellent problem-solving skills is equally important to being a team player who enjoys to learn and teach.

Responsibilities

Develop and maintain new services in Python within our microservice architecture.
Support the data analytics team with your software engineering expertise
Convert algorithms into robust services
Mentor and instill software engineering best practices
Contribute to development infrastructure and processes, such as continuous integration, package management and automated deployment
Work collaboratively in a diverse environment. We commit to reaching better decisions by respecting opinions and working through disagreements.
Gain in-depth experience in an exciting industry as you work with storage sizing, energy financial models, energy tariffs, storage controls & monitoring.

Required Experience & Skills

BS or higher degree with 5+ years of relevant experience
Designing software systems
Writing clean, maintainable, thoroughly tested, and shippable production python (3.6+) code
Experience querying and designing databases for structured data
Expertise in software engineering best practices (design patterns, OOP, data-structures)
Hands-on microservice experience
Creating services in Python
Messaging with AMQP and MQTT through RabbitMQ
Sound design decisions around messaging architecture, protocols and interfaces
Backend development experience for web applications, ideally in Flask
Experience with maintaining products that are in production
Ability to work collaboratively with all levels and teams at Geli
Willingness to learn and adapt in the rapidly growing energy industry

Desired Experience & Skills

Django, Flask
RabbitMQ (MQTT and AMQP)
Redis, PostgreSQL, Cassandra, ElasticSearch
Docker, Kubernetes, AWS (EKS, ECS, RDS, EC2, S3, networking)
Jenkins, PyPI
Prometheus, Grafana, PagerDuty, NewRelic, Mixpanel
Java
Slack, Bitbucket, Jira, G-Suite
Knowledge of Cloud, IoT technologies, and scalable platforms
Experience in RDBMS and ORM frameworks like SQLAlchemy

Benefits Of Working At Geli

Competitive salary commensurate with experience

Competitive benefits offerings

Conveniently accessible location in downtown San Francisco

Flexible work-from-home-office opportunities, as determined by the position and job duties

Cigna and Kaiser options - available by region

Cigna Dental (including orthodontic coverage) and vision plans, both have options with a $0 paycheck contribution

Healthcare and Dependent Care Flexible Spending Accounts (FSA)

Company Paid (Health Savings Account) HSA Contribution when enrolled in the High Deductible Cigna medical plan

Company-paid Basic Life, AD&D, short-term, and long-term disability insurance

Voluntary benefits include: critical illness, hospital indemnity, accident insurance

401(k) with a 4% employer match

3 weeks of paid Parental Leave

Sick time- 72 hours frontloaded per calendar year

Vacation time (Flex time), and 13 Paid Holidays

Health Advocate wellness and concierge services

Wellness programs with our benefits providers

Commuter benefits

EAP

Bereavement leave- 5 paid days

WORK ENVIRONMENT

Make a difference: join a group of people who are passionate about renewable energy

Have an impact: the company is still small enough that everyone’s contribution has a significant impact on the success of the company

Many opportunities to lead teams, and projects, and contribute to development

Casual professional working environment: there’s no need to dress up, just present your best self

Work collaboratively in a diverse environment- we commit to reaching better decisions by respecting opinions and working through disagreements

DIVERSITY

We value the insights that a diverse team can bring. We encourage applications from members of groups that have been traditionally underrepresented in tech.

Growing Energy Labs, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, or genetics."
42,"Research Engineer, LLM",Otter.ai,"Mountain View, CA",https://www.linkedin.com/jobs/view/research-engineer-llm-at-otter-ai-3625322052?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=beZoe6H2MhGia8o0yfEUXA%3D%3D&trk=public_jobs_topcard-title,True,"The opportunity

Do you want to work on cutting edge AI technology that people love to use everyday? Do you want to contribute fundamental research to drive the industry forward? Come work alongside industry-leading scientists and engineers pursuing our mission to make conversations more valuable.

Your impact

Work with cutting edge technology to reimagine the future of conversations
Build NLP solutions that help people get unparalleled value from meetings and conversations
Shape the future of the company by researching and developing new undiscovered capabilities
Conduct research using large-scale real-world data to unleash the power of speech
Collaborate with awesome team members to optimize existing features

We're looking for someone who

Industry experience with large scale data processing and infrastructure, model training and model serving for NLP solutions and algorithms including transformer models and reinforcement learning
Hands-on experience developing, training and deploying large language models (LLMs) such as BERT, GPT-3, and other transformer-based models for tasks including text generation, summarization, and classification
Experience working on deep learning frameworks such as TensorFlow or PyTorch for implementing and optimizing deep learning algorithms
Experience with implementation of algorithms and infrastructures using programming languages such as Python, C++
Comfort working in a Linux command-line environment
Bachelor's degree in Computer Science, Machine Learning, NLP or related field

Additional nice-to-haves

Master or Ph.D. degree(s) in machine learning, speech/language processing or related field
Industry NLP experience with summarization, question answering, search, recommendation, etc
Experience with MapReduce, Spark, or similar frameworks

About Otter.ai
We are in the business of shaping the future of work. Our mission is to make conversations more valuable. We are growing fast! With over 150 million meeting minutes we also achieved recognition as one of the 2023 Great places to Work and we were included in Business Insider's 10 AI startups that raised the biggest Series A and B list. In addition, Adam Cheyer the cofounder of Siri, Larry Heck the cofounder of Cortana and Greg Holmes, the first head of sales at Zoom, joined us as advisors.

*Otter.ai is an equal opportunity employer. We proudly celebrate diversity and are dedicated to inclusivity.

**Please note: Otter.ai does not accept unsolicited resumes from 3rd party recruitment agencies without a written agreement in place for permanent placements. Any resume or other candidate information submitted outside of established candidate submission guidelines (including through our website or via email to any Otter.ai employee) and without a written agreement otherwise will be deemed to be our sole property, and no fee will be paid should we hire the candidate.
Salary range
Salary Range: $155,000 to $250,000 USD per year."
43,"Site Reliability Engineer - Kubernetes, AWS Lamdba, Python, APIs",CyberCoders,"Palo Alto, CA",https://www.linkedin.com/jobs/view/site-reliability-engineer-kubernetes-aws-lamdba-python-apis-at-cybercoders-3726137931?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=61Ohhh46kRSceE2OiSACRg%3D%3D&trk=public_jobs_topcard-title,False,"If you are a Site Reliability Engineer with AWS Lambda, API Gateways, Kubernetes and Python experience, please read on!

What You Will Be Doing
Design and develop deployment strategies for cloud infrastructure
Design and roll out infrastructure monitoring solutions
Maintain product performance, security and scalability
Identify bottlenecks, interruptions and product reliability
Develop and maintain playbooks for incident response and system monitoring
Engineer and build monitoring services including monitoring serverless architectures
What You Need for this Position

3+ years of DevOps/Site Reliability Engineering experience including:
AWS Lamdba
API Gateways
Kubernetes
Airflow
Python
Monitoring Services
Incident Response
Cloud Infrastructure DevOps/Engineering
CI/CD Pipelines
Linux/Unix
Infrastructure as Code (Ansible, Terraform, etc.)
What's In It for You

For Your Hard Work And Dedication, You Will Be Rewarded With a Competitive Total Compensation And Benefits Including But Not Limited To
Vacation/PTO
Medical
Dental
Vision
401k
Stock options
Great work environment and cool products
Benefits
Vacation/PTO
Medical
Dental
Vision
401k
So, if you are a Site Reliability Engineer with AWS Lambda, API Gateways, Python, and Kubernetes experience, please apply today!

Email Your Resume In Word To

Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Brooke.Phillips@CyberCoders.com
Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : BP6-1765761 -- in the email subject line for your application to be considered.***
Brooke Phillips - Recruiter - CyberCoders

Applicants must be authorized to work in the U.S.

CyberCoders is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
44,Software Engineer Fullstack - Retention,Virta Health,"San Francisco, CA",https://www.linkedin.com/jobs/view/software-engineer-fullstack-retention-at-virta-health-3726063718?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=sgXAZsSCFCikR3khXekKDA%3D%3D&trk=public_jobs_topcard-title,False,"Virta is the first company with a clinically-proven treatment to safely and sustainably reverse type 2 diabetes and other chronic metabolic diseases without the use of medications or surgery. Our innovations in nutritional biochemistry, data science and digital tools combined with our clinical expertise are shifting the diabetes treatment paradigm from management to reversal. Our mission - to reverse type 2 diabetes in 100 million people.

About The Role

The Program Group focuses on achieving member health outcomes through improving our member experience and scaling our clinical treatment. Retention squad focuses on member treatment after their initial adjustment period.

This squad is highly collaborative, generous with their time and support, and loves a good meme. We are spread across the country from California to Florida but find ways to see each other in person across the year. In the next year we’ll be taking on challenges like improving treatment adherence and decreasing the cost to provide our essential services. We are a team with big challenges and in this role you will get the opportunity to lead projects cross-functionally with health coach and clinician partners to experiment, build and iterate!

Responsibilities
Partner with product management, design, and our clinicians and health coaches to come up with high-impact features that drive us toward our goal of bringing the Virta treatment to 100+ million people
Code and ship complex new features in our web and mobile apps at high velocity and high quality with well-structured code
Troubleshoot, debug, and fix issues in production and non-production environments
Manage performance and usage of applications in the production environment
Take on code-ownership for one or more of the microservices our team supports and become a go-to expert in Virta for several critical foundational technologies, services or products
Serve as a mentor for other software engineers

90 Day Plan

Within your first 90 days at Virta, we expect you will do the following:
Code and ship multiple features that involves both front-end and back-end code with complete test coverage
Collaborate with other engineering team members through knowledge sharing, pair programming, and giving feedback in code reviews
Propose and implement one or more process/product improvements to make our engineering team and developer experience even better
Complete a 6-course training on telemetry, tooling, and processes used by the team to onboard onto the on-call loop

Requirements
4+ years of experience shipping front-end and back-end code in a high-quality production environment
Passion for learning. We touch many areas of Virta’s product, from health coaches workflow, to frontend, to backend services. Learning new concepts and quickly understanding cross functional needs is a must
Experience with modern JavaScript libraries and tooling (e.g. React)
Experience leading medium-large projects with a product partner from concept to production rollout

Nice to haves
Front-end experience with React / React Native, Webpack and an eagerness to take on front-end technical leadership
Golang

Is this role not quite what you're looking for? Join our Talent Community and follow us on Linkedin to stay connected!

As part of your duties at Virta, you may come in contact with sensitive patient information that is governed by HIPAA. Throughout your career at Virta, you will be expected to follow Virta's security and privacy procedures to ensure our patients' information remains strictly confidential. Security and privacy training will be provided.

Virta has a location based compensation structure. Starting pay will be based on a number of factors and commensurate with qualifications & experience. For this role, the compensation range is $157,139 - $176,650. Information about Virta’s benefits is on our Careers page at: https://www.virtahealth.com/careers."
45,iOS Engineer and Tester,"Global Soft Systems, Inc.","Sunnyvale, CA",https://www.linkedin.com/jobs/view/ios-engineer-and-tester-at-global-soft-systems-inc-3725415510?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=8r%2BdXBPtUNvopLbUsNRBbQ%3D%3D&trk=public_jobs_topcard-title,False,"Location: Local to Sunnyvale, CA– onsite 2x/week

Duration: 6 Month C2C (Strong expectations for extension)

Project Scope: Enhancements and feature stories coming in plus they need to grow tests cases / functional testing. It had a bunch of default features, none of which had functional tests so they need to build them. Not an SDET, but for the first 6-8 sprints primarily testing. Phone / Tablet – plans to implement mobile specific features on watches.

Team Size & Breakdown: One Team but distributed in US / Canada

Development Methodology: Agile – 2 week

High-Level Individual Duties

1 iOS Developer– Purely feature / enhancement development + testing their own code – Looking for at least 5-6 years of US enterprise experience

1 iOS Tester– Purely functional testing for first 6-8 sprints, all App Development after that -Okay with more junior level options(2-3+ years of enterprise experience)

Must-Haves (Concepts & Tools)

iOS
Swift
MVVM Architecture – MUST (specifically MVVM-C)
Combine – Reactive Programming
Git / Monorepo
Internal tool is R2 on-top of Appium (fine with other UI testing tools, but Appium is still preferred
BSc or MSc in Computer Science or related field or equivalent industry experience."
46,"Cybersecurity Engineer - AWS Lambda, Python, APIs, Data Pipeline",CyberCoders,"Santa Clara, CA",https://www.linkedin.com/jobs/view/cybersecurity-engineer-aws-lambda-python-apis-data-pipeline-at-cybercoders-3674263064?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=8gTASKj5pS5dm1XKaTDkww%3D%3D&trk=public_jobs_topcard-title,False,"If you are a Cybersecurity / Site Reliability Engineer with AWS Lambda, API Gateways, Kubernetes and Python experience, please read on!

What You Will Be Doing
Design and develop deployment strategies for cloud infrastructure
Design and roll out infrastructure monitoring solutions
Maintain product performance, security and scalability
Identify bottlenecks, interruptions and product reliability
Develop and maintain playbooks for incident response and system monitoring
Engineer and build monitoring services including monitoring serverless architectures
What You Need for this Position

3+ years of DevOps/Site Reliability or Cybersecurity Engineering experience including:
AWS Lamdba
API Gateways
Kubernetes
Airflow
Python
Monitoring Services
Incident Response
Cloud Infrastructure DevOps/Engineering
CI/CD Pipelines
Linux/Unix
Infrastructure as Code (Ansible, Terraform, etc.)
What's In It for You

For Your Hard Work And Dedication, You Will Be Rewarded With a Competitive Total Compensation And Benefits Including But Not Limited To
Vacation/PTO
Medical
Dental
Vision
401k
Stock options
Great work environment and cool products
Benefits
Vacation/PTO
Medical
Dental
Vision
401k
So, if you are a Cybersecurity / Site Reliability Engineer with AWS Lambda, API Gateways, Python, and Kubernetes experience, please apply today!

Email Your Resume In Word To

Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Brooke.Phillips@CyberCoders.com
Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : PB2-1755578L811 -- in the email subject line for your application to be considered.***
Brooke Phillips - Recruiter - CyberCoders

Applicants must be authorized to work in the U.S.

CyberCoders is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
47,"Site Reliability Engineer - Kubernetes, AWS Lamdba, Python, APIs",CyberCoders,"San Jose, CA",https://www.linkedin.com/jobs/view/site-reliability-engineer-kubernetes-aws-lamdba-python-apis-at-cybercoders-3673790503?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=2nqYYjKtmQ8yt9XazOERIw%3D%3D&trk=public_jobs_topcard-title,False,"If you are a Site Reliability Engineer with AWS Lambda, API Gateways, Kubernetes and Python experience, please read on!

What You Will Be Doing
Design and develop deployment strategies for cloud infrastructure
Design and roll out infrastructure monitoring solutions
Maintain product performance, security and scalability
Identify bottlenecks, interruptions and product reliability
Develop and maintain playbooks for incident response and system monitoring
Engineer and build monitoring services including monitoring serverless architectures
What You Need for this Position

3+ years of DevOps/Site Reliability Engineering experience including:
AWS Lamdba
API Gateways
Kubernetes
Airflow
Python
Monitoring Services
Incident Response
Cloud Infrastructure DevOps/Engineering
CI/CD Pipelines
Linux/Unix
Infrastructure as Code (Ansible, Terraform, etc.)
What's In It for You

For Your Hard Work And Dedication, You Will Be Rewarded With a Competitive Total Compensation And Benefits Including But Not Limited To
Vacation/PTO
Medical
Dental
Vision
401k
Stock options
Great work environment and cool products
Benefits
Vacation/PTO
Medical
Dental
Vision
401k
So, if you are a Site Reliability Engineer with AWS Lambda, API Gateways, Python, and Kubernetes experience, please apply today!

Email Your Resume In Word To

Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Brooke.Phillips@CyberCoders.com
Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : BP6-1765761L593 -- in the email subject line for your application to be considered.***
Brooke Phillips - Recruiter - CyberCoders

Applicants must be authorized to work in the U.S.

CyberCoders is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
48,"Senior Software Engineer, Atlas Search",MongoDB,"San Francisco, CA",https://www.linkedin.com/jobs/view/senior-software-engineer-atlas-search-at-mongodb-3601398266?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=4AeAGG1MP4t2572q0cOhDg%3D%3D&trk=public_jobs_topcard-title,False,"The worldwide data management software market is massive (IDC forecasts it to be $138 billion by 2026!). At MongoDB we are transforming industries and empowering developers to build amazing apps that people use every day. We are the leading modern data platform and the first database provider to IPO in over 20 years. Join our team and be at the forefront of innovation and creativity.

The Search Web platform team is responsible for the tools that enable MongoDB developers to implement fast, relevance-based search experiences powered by Atlas. Whether it’s helping onboard new developers by reducing the boilerplate code they have to write, building IDE extensions, or automatically re-scoring search results to maximize end-user engagement.

We are looking for a Sr. Software Engineer that thrives in ambiguity, enjoys project ownership, and has extensive experience taking projects from idea to production.

If you love building for developers, and/or the search or recommendation system space, this role is for you!

We are looking to speak to candidates who are based in San Francisco, CA.

Position Expectations/Role Responsibilities/What You’ll Do...

Design, implement, and test both client-side and server-side code. For example, you could work on:
A debugger to visualize traces, and common performance issues
An IDE extension
A pipeline to process a stream of events asynchronously
An error reporting API
Code-generation tool to produce artifacts for different clients
Collaborate with partner teams to deliver end-to-end systems
Investigate and prototype new technologies. For instance, use ML models to solve customer’s biggest problems
Perform code reviews

Qualifications/Requirements/We’re Looking For Someone With…

Bachelor’s degree in Computer Science, or equivalent work experience
Strong CS fundamentals including data structures, and algorithms
Strong technical problem solving, communication, and collaboration skills
6+ years of experience in full-stack software development (client-side development in TypeScript/React, and server-side in Java, Golang or other)
Big plus if you have distributed system experience

To drive the personal growth and business impact of our employees, we’re committed to developing a supportive and enriching culture for everyone. From employee affinity groups, to fertility assistance and a generous parental leave policy, we value our employees’ wellbeing and want to support them along every step of their professional and personal journeys. Learn more about what it’s like to work at MongoDB, and help us make an impact on the world!

MongoDB is committed to providing any necessary accommodations for individuals with disabilities within our application and interview process. To request an accommodation due to a disability, please inform your recruiter.

MongoDB, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type and makes all hiring decisions without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws."
49,Golang Developer,"Ab Ovo, Inc.","Sunnyvale, CA",https://www.linkedin.com/jobs/view/golang-developer-at-ab-ovo-inc-3721952229?refId=%2B28GTcVPgsViwhCSPYezjw%3D%3D&trackingId=LqvkefgD7D5eNie3spUk0g%3D%3D&trk=public_jobs_topcard-title,True,"Job Duties:-Develops innovation strategies, processes, and best practices. - Drives the execution of multiple business plans and projects. - Supports and ensures business objectives being met. - Leads the discovery phase of medium to large projects to come up with high-level design.- Leads the work of other small group of 3 to 4 engineers for assigned Engineering projects - Leads and participates in end-to-end service implementations, data feeds ingestion, and orchestration. - Designs and implements low latency services. - Promotes and supports company policies, procedures, mission, values, and standards of ethics and integrity. - Troubleshoot business and production issues.
language proficiency: Clojure / GoLang, familiar with GraphQL At least 3 years experience preferably retail/e-commerce Previous experience with order management system

Will need to be onsite in Sunnyvale 2/3 days a week."
50,,,,,,
51,"Remote Computer Vision Engineer - OpenCV, Cuda",CyberCoders,"San Francisco, CA",https://www.linkedin.com/jobs/view/remote-computer-vision-engineer-opencv-cuda-at-cybercoders-3707969765?refId=wGIf6nO2RglpWsEtscxcBQ%3D%3D&trackingId=X2APvPcmN7mt9NCzbdYVIg%3D%3D&trk=public_jobs_topcard-title,True,"Job Title: REMOTE Computer Vision Engineer

Location: REMOTE - Anywhere in the US

Salary: Up to $180k Annual Base Salary, Unlimited PTO, 100% paid benefits for employee/80% paid for spouse and family

Requirements: Python, C++, Production Experience

We are an AI-driven tech company designed to ease analytics and data tracking for fans, coaches, players, analysts, and well... everyone! No more need to hand-counting stats such as passes, sprints, etc. the computers will do it! Our platform is utilized by every team in the NBA, MLS, and Premier League. Easy to understand and fully customized pre and post-game reports are sent out after each game, bringing critical metrics right to your fingertips! We've won multiple awards including NBA Innovation Aware and Best in Tech at the 2019 Business Sports Awards! We use the latest and greatest tech and provide a collaborative remote environment!

We are currently looking for a Remote Computer Vision Engineer who is an expert with Python and C++ and has production experience. Our current CV Team consists of 12 engineers that live in different countries and a few in the US. This person will report to our Lead CV Engineer who is located in the US and mainly will work with the Lead.

What You Will Be Doing

Design, prototype, implement and test software and computer vision & machine learning algorithms in Rust, Python, and C++.

Develop and optimize real-time and high-accuracy sports solutions with modern CV: object detection, recognition and tracking, camera calibration, 3D reconstruction, etc.

Manage interdisciplinary projects in collaboration with different groups within the company.

Implement and provide best-practices for maintainable software development, including deployment process, documentation, and adherence to and improvement of coding standards.

Leverage Amazon Web Services (EC2 and S3) to run algorithms on a large number of servers in the cloud.

Support and monitor live systems, including on-call rotation for computer vision systems during sports seasons.

Continuously learn new applications and apply learnings to new challenges.

What You Need for this Position

Main programming languages: Python 3, Rust, modern C++

Frameworks: OpenCV, CUDA, FFmpeg, Pytorch, NumPy, scikit-learn

Codebase: Git with GitLab

Infrastructure: AWS (EC2, S3), Docker, Linux

Productivity: Slack, Notion, Google Appsequirements

What's In It for You
Up to $180k Annual Base Salary
100% Remote Work
Unlimited PTO
401K up to 4% of gross earnings per pay period (dollar for dollar match)
100% company-paid medical, dental, and vision for employees and 80% for spouses/families!
$3500 per year for further education and development such as getting a certification
So, if you are a Remote Computer Vision Engineer with experience, please apply today!

Colorado employees will receive paid sick leave. For additional information about available benefits, please contact Nitu Gulati-Pauly

Email Your Resume In Word To

Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Nitu.Gulati-Pauly@cybercoders.com
Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : WW2-1681673L600 -- in the email subject line for your application to be considered.***
Nitu Gulati-Pauly - VP of Recruiting - CyberCoders

Applicants must be authorized to work in the U.S.

CyberCoders is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
52,SSD Test engineer - 23-01731,LeadStack Inc.,"San Jose, CA",https://www.linkedin.com/jobs/view/ssd-test-engineer-23-01731-at-leadstack-inc-3726002745?refId=wGIf6nO2RglpWsEtscxcBQ%3D%3D&trackingId=GfblvIg1BlDBtRvg%2B1dyhQ%3D%3D&trk=public_jobs_topcard-title,True,"LeadStack Inc. is an award-winning, one of the nation’s fastest-growing, certified minority-owned (MBE) staffing services provider of contingent workforce. As a recognized industry leader in contingent workforce solutions and Certified as a Great Place to Work, we’re proud to partner with some of the most admired Fortune 500 brands in the world.

Title: SSD Test Engineer
Location: San Jose CA - Hybrid 3-4 days Onsite
Duration: 1 Year Contract
Contract W2 (No Visa Sponsorship)

Need Locals to San Jose CA

Job Description:

Candidate will work on SSD Drives on execution and debug of OEM drive qualification tests. Candidate will primarily understand test scripts and debug failures that arise during test execution with the development team. Candidate's with experience in at least 1 front end storage protocol like NVMe/PCIe, FC, SAS, and SATA is preferred. Candidate should have some programming/scripting background (Perl, Shell or Python is preferred). Familiarity with SSD or HDD testing is a plus. Candidate must have experience with Storage system level testing and debug.


Requirements


· Familiar with one of the protocol analyzers like LeCroy, SerialTek, or Xgig.
· Experience with system or device level performance analysis.
· Setup Enterprise / DC SSD Storage systems, execute Customer Qual tests and debug failures
· Experience with Enterprise SSD Storage systems setup, testing and debug
· Familiar with one of the protocol analyzers like LeCroy, SerialTek, or Xgig System or device level performance analysis
· Front-end Storage protocol like NVMe/PCIe, Fibre Channel, SAS and SATA
· Scripting experiences such as in Perl, Shell or Python
· Prefer the experiences with Dell / IBM storage systems - SSD or HDD testing
· B.S degree - 5+ years experience


If interested, please share your updated resume and the best time and number to connect over the phone. In case you are not available/interested, will appreciate if you can share it with your friends/network. Your referrals are appreciated!
To know more about current opportunities at LeadStack, please visit us at https://leadstackinc.com/careers/
Should you have any questions, feel free to call me on 408-381-2480 or send an email on Nishanth.allam@leadstackinc.com"
53,DevSecOps Engineer,Indotronix Avani Group,"San Francisco, CA",https://www.linkedin.com/jobs/view/devsecops-engineer-at-indotronix-avani-group-3721945981?refId=wGIf6nO2RglpWsEtscxcBQ%3D%3D&trackingId=nAYjzodVVhUjxfD%2F02qx8g%3D%3D&trk=public_jobs_topcard-title,True,"Role Description:
The DevSecOps Engineer will be working with the Application Development team and is responsible for developing, supporting and delivering microservices.

Skills:
4+ years of relevant experience required
AWS is must have
Develop DevSecOps solutions using Jenkins, Groovy, Java, Sonar Administration & APIs, Checkmarx, Blackduck, uDeploy, Harness & Test Automation."
